Ship Mode,Segment,Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
12688,Second Class,Home Office,Furniture,28.34,1,0.0,1.7,3.04,Medium
12689,Standard Class,Consumer,Office Supplies,104.96,4,0.0,51.36,3.04,Medium
12690,Standard Class,Consumer,Office Supplies,56.52,2,0.0,11.82,2.72,Medium
12691,Standard Class,Home Office,Office Supplies,33.18,3,0.0,9.6,2.56,Medium
12692,Second Class,Home Office,Office Supplies,19.2,3,0.0,7.44,2.46,Medium
12693,First Class,Corporate,Office Supplies,4.56,2,0.4,-1.92,1.82,Critical
12694,Standard Class,Consumer,Office Supplies,35.616,5,0.47,-6.834,1.81,Medium
12695,Standard Class,Home Office,Office Supplies,14.64,1,0.0,4.95,1.57,Medium
12696,Standard Class,Corporate,Office Supplies,23.4684,2,0.47,-8.4516,1.41,Medium
12697,Standard Class,Corporate,Office Supplies,12.69,1,0.0,5.82,1.4,Low
12698,Standard Class,Corporate,Office Supplies,27.36,3,0.0,5.46,1.33,Medium
12699,Standard Class,Consumer,Furniture,18.9,3,0.7,-34.02,1.3,Medium
12700,Standard Class,Home Office,Office Supplies,6.48,1,0.0,3.1104,0.89,High
12701,Standard Class,Corporate,Office Supplies,6.4,1,0.0,2.48,0.88,Low
12702,Standard Class,Corporate,Office Supplies,11.196,1,0.4,-5.994,0.8,Medium
12703,Standard Class,Consumer,Office Supplies,18.54,2,0.0,8.7138,0.7,Medium
12704,Second Class,Home Office,Office Supplies,10.7,1,0.0,2.14,0.54,Medium
12705,First Class,Corporate,Office Supplies,3801.63,7,0.0,1444.59,465.02,Medium
12706,Standard Class,Corporate,Furniture,2035.5816,8,0.47,-499.2984,147.46,Medium
12707,Standard Class,Home Office,Technology,345.06,4,0.5,-20.82,33.56,High
12708,Standard Class,Consumer,Furniture,458.976,7,0.2,-11.564,25.24,Medium
12709,First Class,Corporate,Office Supplies,333.36,8,0.0,16.56,16.08,Medium
12710,First Class,Corporate,Office Supplies,73.44,4,0.0,13.2,13.4,Medium
12711,Standard Class,Consumer,Office Supplies,118.48,4,0.0,10.64,6.7,Medium
12712,Standard Class,Consumer,Office Supplies,117.6,5,0.0,2.25,6.58,Medium
12713,Standard Class,Corporate,Office Supplies,92.34,2,0.0,24.0,5.71,Medium
12714,Standard Class,Corporate,Office Supplies,51.78,1,0.0,1.53,2.82,Medium
12715,Standard Class,Consumer,Office Supplies,17.88,1,0.0,6.06,1.45,Medium
12716,Standard Class,Home Office,Office Supplies,4.56,2,0.5,-1.5,0.58,High
12717,Standard Class,Consumer,Office Supplies,93.0,4,0.0,17.64,0.17,Medium
12718,First Class,Consumer,Office Supplies,1350.12,6,0.0,175.5156,273.44,Critical
12719,Standard Class,Consumer,Furniture,1091.25,3,0.0,196.38,78.16,Medium
12720,Second Class,Corporate,Furniture,535.05,5,0.0,128.4,73.99,Medium
12721,Standard Class,Consumer,Furniture,396.9,5,0.1,-4.5,21.63,Medium
12722,Standard Class,Consumer,Technology,241.65,3,0.0,21.69,18.52,Medium
12723,Standard Class,Consumer,Office Supplies,407.04,8,0.0,0.0,17.16,Medium
12724,Standard Class,Consumer,Office Supplies,246.105,5,0.1,-0.045,14.67,Medium
12725,Standard Class,Consumer,Technology,189.72,4,0.0,66.36,14.44,Medium
12726,Second Class,Corporate,Office Supplies,209.37,7,0.0,83.58,13.78,Medium
12727,Standard Class,Consumer,Furniture,122.94,3,0.0,17.19,11.5,Medium
12728,Standard Class,Consumer,Office Supplies,188.16,8,0.0,3.6,9.37,Medium
12729,Standard Class,Consumer,Office Supplies,103.2,10,0.0,14.4,8.54,Medium
12730,Standard Class,Corporate,Office Supplies,86.5926,6,0.27,18.9126,8.13,Medium
12731,Standard Class,Consumer,Office Supplies,100.92,2,0.0,45.36,7.88,Medium
12732,Standard Class,Consumer,Technology,79.62,2,0.0,1.56,6.19,Medium
12733,Second Class,Consumer,Furniture,140.952,2,0.6,-105.768,6.07,Medium
12734,Standard Class,Corporate,Office Supplies,198.45,1,0.0,89.28,5.96,Medium
12735,Standard Class,Consumer,Office Supplies,60.48,6,0.0,10.8,5.64,Medium
12736,Standard Class,Consumer,Furniture,56.97,3,0.0,5.04,5.16,Medium
12737,First Class,Consumer,Technology,277.9245,3,0.15,62.1045,4.63,Medium
12738,Standard Class,Consumer,Office Supplies,87.6,8,0.0,25.2,4.59,Medium
12739,Standard Class,Corporate,Office Supplies,69.975,5,0.5,-28.125,3.25,Medium
12740,First Class,Consumer,Office Supplies,15.92,4,0.0,7.4824,3.22,Critical
12741,Standard Class,Consumer,Office Supplies,38.07,3,0.0,14.76,2.41,Medium
12742,Standard Class,Consumer,Office Supplies,36.96,4,0.0,4.8,2.37,Medium
12743,Standard Class,Consumer,Office Supplies,122.85,9,0.0,17.01,2.24,Medium
12744,Second Class,Consumer,Furniture,40.32,4,0.6,-29.28,1.45,Medium
12745,Second Class,Consumer,Office Supplies,10.68,1,0.6,-8.55,1.08,Medium
12746,Standard Class,Consumer,Office Supplies,14.55,1,0.0,3.18,0.96,Medium
12747,Standard Class,Corporate,Office Supplies,12.5769,1,0.47,-4.0431,0.25,Medium
12748,Same Day,Consumer,Technology,788.22,3,0.0,102.42,167.66,High
12749,Second Class,Home Office,Technology,655.52,8,0.0,170.4,133.07,High
12750,Same Day,Consumer,Office Supplies,236.25,9,0.0,82.62,43.32,High
12751,Second Class,Home Office,Technology,166.08,4,0.0,53.04,40.92,Critical
12752,Standard Class,Consumer,Furniture,1063.692,7,0.1,224.532,30.74,Medium
12753,Second Class,Home Office,Technology,312.09,1,0.0,21.84,29.3,Medium
12754,Standard Class,Consumer,Furniture,244.006,2,0.3,-31.3722,27.91,High
12755,Standard Class,Home Office,Office Supplies,481.32,4,0.0,125.1432,20.01,High
12756,Standard Class,Consumer,Furniture,245.88,6,0.0,34.38,19.92,Medium
12757,Second Class,Home Office,Furniture,172.62,1,0.0,53.49,19.28,High
12758,Standard Class,Consumer,Office Supplies,223.668,4,0.1,-12.492,13.19,Medium
12759,Standard Class,Home Office,Furniture,76.92,4,0.0,31.5372,12.14,High
12760,First Class,Corporate,Technology,45.98,2,0.0,19.7714,8.16,High
12761,Standard Class,Corporate,Office Supplies,141.12,10,0.7,-145.98,6.41,Medium
12762,Second Class,Home Office,Technology,40.29,1,0.0,4.83,5.03,Medium
12763,Second Class,Home Office,Office Supplies,50.16,2,0.0,6.0,4.31,Medium
12764,Standard Class,Consumer,Technology,51.156,3,0.7,-52.884,4.31,Medium
12765,Same Day,Home Office,Furniture,30.336,4,0.2,9.48,3.27,Medium
12766,Second Class,Consumer,Office Supplies,30.348,2,0.1,7.368,2.51,Medium
12767,Standard Class,Corporate,Furniture,44.752,1,0.2,-0.568,1.7,Medium
12768,Second Class,Corporate,Office Supplies,18.66,2,0.0,5.94,1.58,Medium
12769,Standard Class,Consumer,Office Supplies,13.26,1,0.0,4.5,1.38,Medium
12770,First Class,Corporate,Office Supplies,17.46,2,0.0,8.2062,1.3,High
12771,Second Class,Home Office,Office Supplies,13.8,1,0.0,1.08,0.84,Medium
12772,Standard Class,Corporate,Office Supplies,9.09,1,0.7,-7.29,0.82,Medium
12773,Standard Class,Consumer,Office Supplies,11.82,2,0.0,1.02,0.46,High
12774,First Class,Home Office,Office Supplies,899.55,3,0.0,323.82,313.71,Critical
12775,First Class,Consumer,Technology,459.52,4,0.0,220.56,113.1,High
12776,First Class,Corporate,Technology,669.222,6,0.1,7.362,98.16,High
12777,First Class,Home Office,Technology,700.68,4,0.0,350.28,70.42,Critical
12778,Same Day,Consumer,Office Supplies,3172.14,6,0.0,1236.96,53.63,Medium
12779,Standard Class,Consumer,Furniture,510.18,11,0.0,86.68,40.88,Medium
12780,First Class,Home Office,Office Supplies,107.73,9,0.0,5.13,39.7,Critical
12781,Same Day,Consumer,Office Supplies,225.84,4,0.0,56.4,23.25,Medium
12782,Same Day,Consumer,Furniture,170.7,1,0.0,58.02,22.78,Medium
12783,Standard Class,Corporate,Office Supplies,256.86,2,0.0,2.52,22.55,Medium
12784,Standard Class,Corporate,Technology,175.29,1,0.0,49.08,12.67,Medium
12785,Second Class,Consumer,Technology,100.404,2,0.4,-25.116,10.15,Medium
12786,Same Day,Consumer,Office Supplies,117.12,4,0.0,5.76,8.95,Medium
12787,First Class,Consumer,Furniture,85.48,2,0.0,35.04,8.33,Medium
12788,Same Day,Home Office,Technology,79.62,3,0.0,22.26,8.19,Medium
12789,Standard Class,Consumer,Office Supplies,95.1,3,0.0,19.92,6.19,Medium
12790,Standard Class,Consumer,Office Supplies,100.7,5,0.0,2.0,5.45,Medium
12791,First Class,Consumer,Office Supplies,21.52,2,0.0,5.16,5.13,Medium
12792,First Class,Consumer,Technology,74.08,2,0.0,11.08,4.86,Medium
12793,First Class,Consumer,Office Supplies,20.466,6,0.7,-32.094,4.49,High
12794,Standard Class,Corporate,Office Supplies,42.84,4,0.0,6.84,3.56,Medium
12795,Second Class,Consumer,Office Supplies,29.22,1,0.0,3.78,3.31,Medium
12796,Standard Class,Corporate,Office Supplies,53.9,11,0.0,12.76,3.22,Medium
12797,Second Class,Home Office,Office Supplies,26.2986,2,0.47,-22.8414,2.96,Medium
12798,Standard Class,Corporate,Office Supplies,54.12,3,0.0,21.06,2.72,Medium
12799,Standard Class,Consumer,Office Supplies,28.38,3,0.0,7.08,2.53,Medium
12800,Same Day,Consumer,Technology,124.41,1,0.0,19.89,1.87,Medium
12801,Same Day,Consumer,Office Supplies,11.1,1,0.0,2.64,1.14,Medium
12802,Second Class,Consumer,Office Supplies,26.946,3,0.4,-14.454,1.07,Medium
12803,Second Class,Consumer,Office Supplies,6.318,1,0.4,-2.442,0.96,Medium
12804,Standard Class,Consumer,Office Supplies,7.5,1,0.0,2.24,0.31,Medium
12805,Standard Class,Corporate,Office Supplies,163.656,3,0.4,-95.484,16.37,Medium
12806,Standard Class,Consumer,Office Supplies,46.92,2,0.0,15.9,6.1,Medium
12807,Second Class,Home Office,Office Supplies,138.96,6,0.5,-66.78,4.03,Medium
12808,First Class,Home Office,Office Supplies,5.592,2,0.6,-1.548,0.94,High
12809,Standard Class,Corporate,Office Supplies,12.312,3,0.4,1.812,0.89,Medium
12810,Standard Class,Corporate,Office Supplies,25.344,3,0.4,-15.216,0.81,Medium
12811,First Class,Consumer,Office Supplies,5.98,1,0.0,2.691,0.41,Medium
12812,Standard Class,Consumer,Office Supplies,38.07,3,0.0,17.46,0.1,Medium
12813,Standard Class,Consumer,Technology,5751.54,9,0.0,2817.99,353.85,Medium
12814,First Class,Consumer,Technology,613.095,7,0.5,-343.455,140.15,High
12815,Second Class,Consumer,Technology,969.0228,4,0.07,302.0628,139.89,High
12816,Standard Class,Consumer,Furniture,902.712,3,0.2,33.8517,123.06,High
12817,Second Class,Consumer,Technology,239.97,3,0.0,71.991,79.71,Critical
12818,Standard Class,Consumer,Technology,481.68,2,0.0,77.04,66.7,High
12819,Standard Class,Consumer,Furniture,590.22,3,0.0,295.11,65.77,High
12820,Second Class,Corporate,Technology,469.92,4,0.0,79.84,61.84,High
12821,First Class,Consumer,Furniture,243.747,2,0.27,-6.693,58.42,High
12822,First Class,Corporate,Technology,312.09,1,0.0,143.55,55.9,High
12823,Standard Class,Consumer,Furniture,242.1,2,0.0,106.5,34.53,High
12824,Second Class,Consumer,Furniture,248.7237,1,0.47,-32.8563,32.12,High
12825,First Class,Consumer,Office Supplies,126.15,5,0.5,-121.2,24.77,High
12826,Standard Class,Consumer,Technology,389.97,3,0.0,132.5898,22.1,Medium
12827,Standard Class,Consumer,Furniture,274.74,1,0.0,101.64,21.11,Medium
12828,Standard Class,Consumer,Furniture,151.929,1,0.1,47.259,19.82,High
12829,Standard Class,Corporate,Technology,144.99,6,0.7,-140.31,19.73,High
12830,First Class,Consumer,Office Supplies,123.543,5,0.47,-84.057,18.47,Medium
12831,First Class,Corporate,Furniture,72.252,9,0.6,-23.598,14.94,Medium
12832,Standard Class,Consumer,Furniture,170.92,2,0.0,82.04,14.36,Medium
12833,First Class,Consumer,Office Supplies,109.2,4,0.0,43.68,14.15,Medium
12834,Second Class,Consumer,Office Supplies,131.76,3,0.0,59.22,13.69,Medium
12835,First Class,Consumer,Office Supplies,88.11,6,0.5,-26.55,12.74,High
12836,Standard Class,Home Office,Furniture,131.84,4,0.0,26.32,12.52,Low
12837,Same Day,Corporate,Office Supplies,74.64,4,0.0,35.76,12.13,High
12838,Standard Class,Home Office,Technology,166.89,1,0.0,25.02,9.26,Medium
12839,First Class,Consumer,Furniture,71.1,3,0.5,-54.09,9.06,High
12840,Standard Class,Home Office,Office Supplies,95.28,4,0.0,24.72,8.91,Medium
12841,Second Class,Consumer,Furniture,85.14,2,0.0,39.96,8.25,High
12842,Standard Class,Consumer,Furniture,214.14,2,0.0,87.78,8.05,Medium
12843,Second Class,Corporate,Technology,169.92,2,0.0,73.02,7.34,Medium
12844,First Class,Consumer,Office Supplies,27.39,2,0.5,-9.33,7.04,High
12845,Standard Class,Consumer,Office Supplies,123.984,7,0.1,8.064,6.65,High
12846,Standard Class,Consumer,Office Supplies,79.11,3,0.0,32.4,6.53,Medium
12847,First Class,Consumer,Office Supplies,61.1667,3,0.27,10.0467,6.35,High
12848,Second Class,Consumer,Office Supplies,45.4104,7,0.47,-24.9396,5.75,High
12849,Standard Class,Consumer,Office Supplies,132.15,5,0.0,2.55,5.62,Medium
12850,Standard Class,Home Office,Furniture,62.0646,2,0.27,3.3846,4.54,Medium
12851,Second Class,Consumer,Furniture,50.4,2,0.0,19.14,4.5,Medium
12852,First Class,Consumer,Furniture,99.3822,2,0.27,13.5822,4.0,Medium
12853,Standard Class,Consumer,Office Supplies,55.5,2,0.0,25.5,3.7,Medium
12854,Standard Class,Consumer,Office Supplies,53.984,14,0.2,17.5448,3.54,Medium
12855,First Class,Corporate,Office Supplies,19.935,3,0.5,-0.855,3.27,Medium
12856,Standard Class,Consumer,Technology,248.32236,3,0.002,74.14236,3.25,Medium
12857,Standard Class,Consumer,Technology,41.835,1,0.5,-20.925,3.24,Medium
12858,Standard Class,Home Office,Office Supplies,22.56,4,0.0,4.96,3.1,Low
12859,Standard Class,Consumer,Office Supplies,33.84,6,0.0,7.44,2.82,Medium
12860,Standard Class,Corporate,Office Supplies,26.52,3,0.0,5.28,2.6,Medium
12861,Standard Class,Consumer,Office Supplies,48.9,2,0.0,6.84,2.46,Medium
12862,Second Class,Consumer,Office Supplies,93.0,4,0.0,17.64,2.37,Medium
12863,Second Class,Corporate,Office Supplies,17.82,2,0.0,3.18,1.21,Medium
12864,Standard Class,Consumer,Office Supplies,13.47,1,0.0,0.93,0.86,Medium
12865,Standard Class,Corporate,Office Supplies,8.272,4,0.8,-13.6488,0.85,Medium
12866,Standard Class,Consumer,Office Supplies,14.62,2,0.0,6.8714,0.62,Medium
12867,Standard Class,Corporate,Furniture,12.544,7,0.6,-9.0944,0.58,Medium
12868,First Class,Consumer,Office Supplies,17.76,2,0.0,1.56,0.55,Medium
12869,First Class,Consumer,Office Supplies,5.5173,1,0.47,-3.6627,0.5,Medium
12870,Standard Class,Corporate,Office Supplies,1.344,4,0.8,-2.1504,0.13,Medium
12871,Standard Class,Home Office,Technology,723.3,2,0.0,7.2,110.92,High
12872,Same Day,Corporate,Furniture,527.76,9,0.0,248.04,108.89,High
12873,Standard Class,Home Office,Technology,1275.0,2,0.0,357.0,98.88,Medium
12874,Standard Class,Corporate,Furniture,731.82,3,0.0,146.34,69.02,Medium
12875,Standard Class,Home Office,Office Supplies,499.2,10,0.0,164.7,62.57,High
12876,Standard Class,Consumer,Technology,1430.77272,6,0.002,68.77272,60.73,Medium
12877,Standard Class,Home Office,Office Supplies,487.728,4,0.4,-73.272,54.85,High
12878,Same Day,Corporate,Furniture,231.72,2,0.0,60.24,51.41,High
12879,Second Class,Home Office,Furniture,182.112,2,0.2,25.032,50.28,Critical
12880,Standard Class,Home Office,Furniture,532.8,1,0.0,85.23,48.69,Medium
12881,Standard Class,Home Office,Technology,297.18,2,0.0,56.46,46.2,High
12882,First Class,Consumer,Office Supplies,101.7,6,0.0,36.54,40.27,Critical
12883,Standard Class,Corporate,Furniture,371.3364,9,0.27,35.4564,36.57,Medium
12884,Second Class,Home Office,Furniture,245.44,1,0.2,70.56,22.08,High
12885,Standard Class,Home Office,Office Supplies,208.53,7,0.0,1.89,19.58,Medium
12886,Standard Class,Home Office,Office Supplies,133.2,8,0.0,37.2,17.41,High
12887,Standard Class,Consumer,Technology,223.12,4,0.0,102.56,16.59,Medium
12888,Second Class,Home Office,Furniture,191.61,3,0.0,55.53,16.51,Medium
12889,Standard Class,Corporate,Furniture,240.3306,3,0.27,36.2106,16.05,Medium
12890,Standard Class,Home Office,Office Supplies,88.56,4,0.0,5.28,14.93,High
12891,Standard Class,Home Office,Technology,278.88,2,0.0,114.3,14.18,Medium
12892,Standard Class,Consumer,Technology,206.784,2,0.4,-27.576,12.96,Medium
12893,Standard Class,Home Office,Office Supplies,164.025,3,0.1,71.055,10.6,Medium
12894,Standard Class,Corporate,Furniture,122.13,3,0.5,-7.38,10.19,Medium
12895,Standard Class,Consumer,Furniture,180.736,4,0.2,-42.944,9.63,Medium
12896,Standard Class,Corporate,Technology,209.16,2,0.17,10.08,6.69,Medium
12897,Standard Class,Corporate,Technology,143.7,3,0.0,10.02,6.55,Medium
12898,Standard Class,Home Office,Office Supplies,68.58,6,0.0,16.38,5.87,High
12899,Standard Class,Consumer,Office Supplies,162.96,14,0.0,34.16,5.19,Medium
12900,Standard Class,Consumer,Furniture,54.18,2,0.4,2.7,4.74,Medium
12901,Standard Class,Home Office,Office Supplies,30.24,2,0.0,10.86,4.19,High
12902,Standard Class,Consumer,Office Supplies,48.384,6,0.4,-5.796,3.39,Medium
12903,Second Class,Home Office,Office Supplies,17.88,2,0.0,5.16,2.14,Medium
12904,Standard Class,Consumer,Furniture,33.648,2,0.4,-19.632,2.06,Medium
12905,Standard Class,Home Office,Office Supplies,17.19,1,0.0,6.51,1.33,Medium
12906,Standard Class,Home Office,Office Supplies,16.5,1,0.0,7.92,1.31,Medium
12907,Standard Class,Home Office,Office Supplies,23.01,1,0.0,5.04,1.15,Medium
12908,Standard Class,Consumer,Technology,3180.3,5,0.0,381.6,209.29,Medium
12909,First Class,Home Office,Technology,553.92,4,0.0,22.08,206.56,Critical
12910,Standard Class,Consumer,Technology,1075.23,3,0.0,344.07,136.45,High
12911,Standard Class,Consumer,Furniture,1091.34,3,0.0,87.3,110.88,High
12912,Second Class,Consumer,Technology,1114.9656,7,0.002,332.9256,88.2,High
12913,First Class,Consumer,Office Supplies,259.2,5,0.0,38.85,74.84,Medium
12914,Standard Class,Consumer,Technology,1035.0,4,0.0,41.4,74.65,Low
12915,Standard Class,Corporate,Furniture,989.04,2,0.0,88.98,67.59,Medium
12916,Standard Class,Consumer,Technology,408.78,6,0.0,192.06,46.71,High
12917,First Class,Consumer,Technology,306.126,3,0.4,-30.654,44.29,Medium
12918,Standard Class,Corporate,Technology,650.7,5,0.0,45.45,42.11,Medium
12919,Standard Class,Home Office,Furniture,1219.7,5,0.0,243.9,37.35,Medium
12920,Standard Class,Home Office,Technology,460.08,4,0.0,0.0,35.03,Medium
12921,First Class,Consumer,Furniture,401.04,3,0.0,176.4,34.99,High
12922,Standard Class,Consumer,Furniture,297.84,2,0.0,74.46,32.92,Medium
12923,Standard Class,Corporate,Technology,495.72,4,0.0,54.48,30.91,Medium
12924,Standard Class,Consumer,Office Supplies,279.72,5,0.1,-6.33,27.77,Medium
12925,Standard Class,Corporate,Furniture,205.56,4,0.0,57.48,23.86,Medium
12926,Standard Class,Consumer,Technology,163.5,1,0.0,37.59,21.12,High
12927,Standard Class,Consumer,Office Supplies,108.0,4,0.0,9.72,18.75,Low
12928,Standard Class,Consumer,Office Supplies,173.46,7,0.0,48.51,18.53,High
12929,Second Class,Home Office,Office Supplies,186.96,4,0.0,87.84,16.78,Medium
12930,Standard Class,Corporate,Office Supplies,202.8,5,0.0,66.9,16.59,Medium
12931,Standard Class,Corporate,Furniture,401.76,3,0.0,164.7,14.09,Medium
12932,Standard Class,Consumer,Office Supplies,137.07,3,0.0,56.16,14.04,High
12933,Standard Class,Consumer,Furniture,285.376,1,0.2,-17.844,13.3,Medium
12934,Standard Class,Consumer,Office Supplies,268.74,6,0.0,91.26,12.53,Medium
12935,Standard Class,Corporate,Furniture,275.13,3,0.0,16.47,10.94,Medium
12936,Standard Class,Home Office,Technology,223.87136,2,0.002,89.27136,10.19,Medium
12937,Standard Class,Consumer,Office Supplies,50.04,3,0.0,18.99,8.07,High
12938,Standard Class,Consumer,Office Supplies,116.25,5,0.0,22.05,7.97,Medium
12939,Standard Class,Corporate,Office Supplies,114.03,7,0.0,30.66,7.17,Medium
12940,Standard Class,Consumer,Furniture,142.688,1,0.6,-160.532,6.37,Medium
12941,Standard Class,Home Office,Office Supplies,77.56,2,0.0,35.6776,5.75,Medium
12942,Same Day,Consumer,Office Supplies,23.97,2,0.5,-23.07,5.37,High
12943,First Class,Corporate,Office Supplies,32.4,3,0.1,12.6,5.33,High
12944,Standard Class,Consumer,Office Supplies,49.32,1,0.0,11.82,5.23,Medium
12945,Second Class,Consumer,Office Supplies,43.92,4,0.6,-35.16,4.44,High
12946,Second Class,Corporate,Technology,66.072,2,0.4,-36.368,4.09,Medium
12947,Same Day,Corporate,Office Supplies,16.794,2,0.1,4.074,3.62,High
12948,Standard Class,Consumer,Office Supplies,108.78,7,0.0,35.7,3.38,Medium
12949,Standard Class,Corporate,Office Supplies,33.39,3,0.0,2.25,3.33,Medium
12950,Standard Class,Consumer,Office Supplies,37.89,3,0.0,0.72,3.31,Medium
12951,Standard Class,Home Office,Office Supplies,41.86,7,0.0,19.2556,3.15,Medium
12952,Standard Class,Home Office,Office Supplies,32.4,5,0.0,15.552,3.07,Medium
12953,Standard Class,Consumer,Office Supplies,52.8,2,0.0,26.4,3.04,High
